"","x"
"119",0.109384006913341
"120",0.32375894922475
"121",0.0398852125714177
"122",0.00559644364642784
"123",0.347444427416296
"124",0.18811041054568
"125",0.126445483286725
"126",0.284765232252373
"127",0.05978218871212
"128",0.156239395449921
"129",0.120251319231525
"130",0.300081819714635
"131",0.139231892603066
"132",0.241655766216046
"133",0.0137395402054676
"134",0.166288658388855
"135",0.23866260666462
"136",0.249738106855816
"137",0.206675071167922
"138",0.100938285392781
"139",0.138238078288554
"140",0.350453812224642
"141",0.238576722883712
"142",0.206473920497332
"143",0.155237993239332
"144",0.0445935138877024
"145",0.182297809536725
"146",0.0190529950527008
"147",0.125747189819962
"148",0.19639789798732
"149",0.303551886099286
"150",0.071163948028904
"151",0.312243046978824
"152",0.205321137652467
"153",0.0991311900435824
"154",0.0275716143352961
"155",0.0738632020454287
"156",0.281529770308336
"157",0.0478800854200186
"158",0.179564799572561
"159",0.333123980680103
"160",0.247968782797706
"161",0.254084042306667
"162",0.044852755948384
"163",0.134831329500997
"164",0.133947819870875
"165",0.0237249771701128
"166",0.007247061256816
"167",0.0108873913541436
"168",0.232084935490355
"169",0.0905907690062144
"170",0.201641443724248
"171",0.30745993960207
"172",0.29995423641644
"173",0.32097195057963
"174",0.277459127443715
"175",0.192141127209394
"176",0.0536893123744956
"177",0.0808600209008626
"178",0.00273210111260562
"179",0.116007683118353
"180",0.240329080277339
"181",0.354281839008297
"182",0.317306851937923
"183",0.106058420764442
"184",0.114771274088132
"185",0.179336838153648
"186",0.161281697105366
"187",0.284210655503241
"188",0.283470645377298
"189",0.1337242931507
"190",0.0680583206849725
"191",0.166127407171194
"192",0.34765293171043
"193",0.00451060088636207
"194",0.168714709059784
"195",0.243537817845006
"196",0.237410678673146
"197",0.279762269004819
"198",0.336028313759039
"199",0.261963522723994
"200",0.21324753584422
"201",0.140517475098611
"202",0.21241643676438
"203",0.131213648646993
"204",0.0261957157616265
"205",0.123908039545435
"206",0.0618281536863984
"207",0.348744311301844
"208",0.0601333892429959
"209",0.221279274693228
"210",0.0278724393980811
"211",0.173197170576921
"212",0.24805639567388
"213",0.0242596602144729
"214",0.300206384300679
"215",0.309937991405322
"216",0.33874767115798
"217",0.300932492848494
"218",0.277279177071053
"219",0.34348893691364
"220",0.353443952898296
"221",0.275343473470972
"222",0.240682584446725
"223",0.0899629406433198
"224",0.179796044616257
"225",0.34842602262531
"226",0.284374537877218
"227",0.0684082305224188
"228",0.150525951429558
"229",0.330651289734663
"230",0.237376540966447
"231",0.338533116603827
"232",0.179112697306534
"233",0.202091329137773
"234",0.26896464179298
"235",0.262782942460929
"236",0.174019632792786
"237",0.0548517546345019
"238",0.0143902165582682
"239",0.137395195192608
"240",0.30799915365445
"241",0.330560114740058
"242",0.237199878607555
"243",0.176878923685354
"244",0.355067792305114
"245",0.2388785333983
"246",0.347986064023892
"247",0.0793193445998635
"248",0.200532997846628
"249",0.238214830035144
"250",0.257576427518449
"251",0.0781599762041848
"252",0.18121573360407
"253",0.168004754551363
"254",0.176371414350262
"255",0.250212714522327
"256",0.348772170024332
"257",0.116746444784515
"258",0.00884777732690087
"259",0.27960744616255
"260",0.215933408170551
"261",0.302674430290059
"262",0.31094720336286
"263",0.239559713624977
"264",0.0025411470526062
"265",0.012106230192761
"266",0.200028367521403
"267",0.162401010114859
"268",0.166525864256608
"269",0.319321137700725
"270",0.337530809019745
"271",0.320048996626252
"272",0.339930833080429
"273",0.267961709564951
"274",0.109467934945069
"275",0.129267627118095
"276",0.187432801546653
"277",0.0865144227771715
"278",0.0509071245560209
"279",0.0823274239744083
"280",0.126628958347213
"281",0.251412284879796
"282",0.208578378495419
"283",0.274477529643466
"284",0.00996906670553218
"285",0.301119196050344
"286",0.261906351199335
"287",0.355318247365339
"288",0.08756756418865
"289",0.101867290682722
"290",0.353814466711112
"291",0.0681655300569664
"292",0.0183790880400123
"293",0.236185463133249
"294",0.332350352818207
"295",0.104712978117035
"296",0.228807011007777
"297",0.332426860811908
"298",0.30326614871767
"299",0.147795746773403
"300",0.0746827014466182
"301",0.225523096551643
"302",0.243056319386055
"303",0.203938856911986
"304",0.352406801725903
"305",0.0210627782944926
"306",0.0136430503960092
"307",0.299624633842279
"308",0.057767376684931
"309",0.342472168776666
"310",0.00894415567265106
"311",0.104696359010639
"312",0.104845353526573
"313",0.324525058669063
"314",0.310942458453831
"315",0.0917223168553105
"316",0.205211255635808
"317",0.171500188121661
"318",0.31826208705649
"319",0.297323296982953
"320",0.0952455558177639
"321",0.0464948782189252
"322",0.196240920400855
"323",0.255229932288816
"324",0.325016216708777
"325",0.0459131344682218
"326",0.0589553105956314
"327",0.308427759851091
"328",0.0121763790411305
"329",0.249431886568622
"330",0.0407102511226655
"331",0.0148358419216129
"332",0.0142212933084774
"333",0.194064118812452
"334",0.117302225275447
"335",0.256936834931295
"336",0.0735284142557479
"337",0.0266574737162963
"338",0.175372365216395
"339",0.297338727667598
"340",0.0575359003498998
"341",0.331905928546707
"342",0.234946385681728
"343",0.231456482649137
"344",0.172986297057905
"345",0.352938271783328
"346",0.257554414181377
"347",0.328525732799404
"348",0.0280205876676299
"349",0.0258144631741048
"350",0.198486452449519
"351",0.322141408097123
"352",0.20602235890482
"353",0.243622693318253
"354",0.132901211590799
"355",0.331920303390134
"356",0.118443684699411
"357",0.154275146954776
"358",0.129675974247496
"359",0.0465604056295799
"360",0.324941045534275
"361",0.0367438662432919
"362",0.0188656667928501
"363",0.284429191117058
"364",0.0020460564805173
"365",0.342024258821359
"366",0.3132769419369
"367",0.296380678877105
"368",0.247645729751541
"369",0.126241816732837
"370",0.274828909708755
"371",0.203787638421797
"372",0.146057887777328
"373",0.117315401180117
"374",0.251591424863269
"375",0.0609230975252398
"376",0.283325415866932
"377",0.169415754587034
"378",0.130078362374685
"379",0.329982380784463
"380",0.204369365527474
"381",0.28377970947965
"382",0.209023445215246
"383",0.267701383176041
"384",0.333626367653282
"385",0.282400813890331
"386",0.207540171316186
"387",0.207755635384385
"388",0.133364449296584
"389",0.196348163394146
"390",0.147512236181619
"391",0.000724933707080485
"392",0.338874901018503
"393",0.0715298269058004
"394",0.0977158004412096
"395",0.267775620241608
"396",0.271561480867563
"397",0.248074018367705
"398",0.181451354053774
"399",0.234505388960662
"400",0.300736193002299
"401",0.350630866445546
"402",0.0915967865264987
"403",0.0784616763316092
"404",0.319835421727127
"405",0.0332877395298645
"406",0.0287442019458375
"407",0.102053229124286
"408",0.0995470850713112
"409",0.184807185623182
"410",0.260994504778383
"411",0.132751704557116
"412",0.126471412428334
"413",0.157373558969662
"414",0.303376628216241
"415",0.139318786430667
"416",0.163918215935094
"417",0.10482705525999
"418",0.0542136938866315
"419",0.247226513999667
"420",0.200636819583128
"421",0.0882975097876683
"422",0.35296843828488
"423",0.05931357532534
"424",0.0702198318706924
"425",0.137409285911234
"426",0.269633522670225
"427",0.0691948672590452
"428",0.0854749832035061
"429",0.048602541336896
"430",0.0311181929370133
"431",0.0754083708472973
"432",0.0882516933177409
"433",0.0235490428862001
"434",0.312904943321492
"435",0.00200469118873251
"436",0.283257866623858
"437",0.269662205280108
"438",0.256480205218125
"439",0.0846566421636468
"440",0.12624323934431
"441",0.355063446628282
"442",0.0375830037942731
"443",0.146028112723731
"444",0.153241182766641
"445",0.0222843532110588
"446",0.301264028315979
"447",0.146299536790549
"448",0.177390035964737
"449",0.260512283958416
"450",0.268456487442418
"451",0.203359643205274
"452",0.17495904958806
"453",0.344054520579741
"454",0.0384996313126943
"455",0.200271829351887
"456",0.260911654035942
"457",0.173149750056453
"458",0.0955504011098523
"459",0.251575273970696
"460",0.142799202295155
"461",0.186739292489802
"462",0.014770478973755
"463",0.310623983203944
"464",0.0807852125216834
"465",0.248967516255751
"466",0.234076599171866
"467",0.10743875171814
"468",0.109166180493579
"469",0.192105739303881
"470",0.264058221271161
"471",0.218800726934443
"472",0.109618537569286
"473",0.303343647380273
"474",0.352357964142303
"475",0.015980889715119
"476",0.294913687457418
"477",0.064794644841742
"478",0.138941449896116
"479",0.184974543578016
"480",0.100859765669612
"481",0.153806411090415
"482",0.0484064189548364
"483",0.085021539315238
"484",0.0525981953770035
"485",0.150574630844003
"486",0.188402656380998
"487",0.242563526241645
"488",0.053815680999829
"489",0.250011798455515
"490",0.221876125834137
"491",0.00884935073734365
"492",0.271232241337159
"493",0.291046668002114
"494",0.00873609657086181
"495",0.30151206098661
"496",0.293062008198346
"497",0.334396351910648
"498",0.122536934656518
"499",0.143872587288202
"500",0.148805473070534
"501",0.219619252394568
"502",0.0829324718384239
"503",0.216011783471204
"504",0.0818507497574966
"505",0.355420070042466
"506",0.275304600544139
"507",0.193759956380496
"508",0.071340249165883
"509",0.314270426994574
"510",0.102760778385006
"511",0.187303587781183
"512",0.171131688771077
"513",0.296470394657741
"514",0.205924169977705
"515",0.347736057385643
"516",0.0539091918464528
"517",0.258763993002672
"518",0.0200414651544276
"519",0.0120891919795094
"520",0.133298336825678
"521",0.217458819574679
"522",0.351471417912838
"523",0.024297791236876
"524",0.209327341823648
"525",0.0983334680507091
"526",0.312451626548225
"527",0.184862871599951
"528",0.349123582634374
"529",0.140561285884279
"530",0.0276499676910139
"531",0.197023693007056
"532",0.225581957422252
"533",0.118849113649308
"534",0.0967021965154477
"535",0.109127665144972
"536",0.271752595829483
"537",0.0522074807959454
"538",0.23511385973769
"539",0.303070918459331
"540",0.271914869349876
"541",0.146325890918599
"542",0.215857889437963
"543",0.0686889008599205
"544",0.286775019055041
"545",0.023439255274168
"546",0.144568314522533
"547",0.349449532991653
"548",0.174065480316866
"549",0.276605160582122
"550",0.177568421373686
"551",0.286703207443078
"552",0.0883811052501149
"553",0.0120870068436487
"554",0.0487217168265515
"555",0.270394922400216
"556",0.0273303221550011
"557",0.280497011766655
"558",0.332061774437008
"559",0.0872195275377414
"560",0.0591382638635294
"561",0.295349920140096
"562",0.0681517766278529
"563",0.16264963380814
"564",0.0870287574839527
"565",0.127833824804232
"566",0.161605621820916
"567",0.050301370727583
"568",0.283377858216667
"569",0.150894611185196
"570",0.255344967804352
"571",0.157182555554261
"572",0.0666210923112761
"573",0.0388818363104004
"574",0.0474789270373078
"575",0.282078181938487
"576",0.175739428705733
"577",0.294543527165084
"578",0.119487696686634
"579",0.246377676456117
"580",0.214926533555631
"581",0.15106273886898
"582",0.242501883581374
"583",0.0261897516251265
"584",0.0069918083712844
"585",0.145130926927229
"586",0.341434827552854
"587",0.286689155148792
"588",0.0846162674579523
"589",0.165596197885848
"590",0.132050002586467
"591",0.157338587272617
"592",0.210563014994648
"593",0.343995084006532
"594",0.0989641452802381
"595",0.169296245285931
"596",0.0642072107279557
"597",0.0986088507353901
"598",0.07840471034404
"599",0.0825646996518983
"600",0.0390654546340491
"601",0.0317300255124803
"602",0.167096728039722
"603",0.00644226214658222
"604",0.0669857908819073
"605",0.179410202721718
"606",0.107021288248633
"607",0.00705250698529029
"608",0.324278206139074
"609",0.224262013795726
"610",0.251008610530976
"611",0.0459819107230076
"612",0.120787247257601
"613",0.202585265323463
"614",0.278860811481776
"615",0.0992728402936246
"616",0.240343699082196
"617",0.121695375709677
"618",0.0139261799740329
"619",0.128478815514181
"620",0.130277505125117
"621",0.291108480507903
"622",0.312810603867242
"623",0.131726156210195
"624",0.224179888892365
"625",0.00749948962216959
"626",0.0111800226750202
"627",0.31531667661988
"628",0.106573680802186
"629",0.000546521632964714
"630",0.257000236581631
"631",0.288424600202003
"632",0.321591908991923
"633",0.262451238969771
"634",0.0595533570316099
"635",0.167604484565875
"636",0.219244086835183
"637",0.0901924346468152
"638",0.0206919976643893
"639",0.142318684816209
"640",0.170846138873737
"641",0.13470215979102
"642",0.18211980621808
"643",0.136108308256996
"644",0.24126525725489
"645",0.332320721027771
"646",0.00303030462515971
"647",0.102122469535152
"648",0.144077279457265
"649",0.267063330295223
"650",0.131153959665625
"651",0.193615702550226
"652",0.353747795845121
"653",0.0245575643649875
"654",0.132002319803322
"655",0.0129116026040735
"656",0.315732648993154
"657",0.320806871005929
"658",0.19928055071252
"659",0.109449418554112
"660",0.177220827927656
"661",0.0416238029549154
"662",0.216867661198375
"663",0.269299523407609
"664",0.203991824615187
"665",0.175150837058727
"666",0.318234389981221
"667",0.146656480352352
"668",0.0765803095502476
"669",0.0241384392084307
"670",0.0733980093357623
"671",0.318846496495727
"672",0.252778458203519
"673",0.28278598691981
"674",0.0915282303835527
"675",0.294287995040605
"676",0.0501040846014732
"677",0.336968657707119
"678",0.0612902425006762
"679",0.132463465701329
"680",0.0741100962293886
"681",0.243723657410144
"682",0.318577362817647
"683",0.0476807565930987
"684",0.189467184149795
"685",0.181440676062399
"686",0.285693676414464
"687",0.091488248036736
"688",0.128318887451891
"689",0.066258316448206
"690",0.181910667094238
"691",0.318599892813022
"692",0.302178148315021
"693",0.114009221724052
"694",0.34562545704162
"695",0.0216096556010284
"696",0.0509320092015284
"697",0.213681264651207
"698",0.129171957800777
"699",0.0358395016374284
"700",0.00108295165978271
"701",0.0215582073982599
"702",0.29888668596056
"703",0.224729586495714
"704",0.222843067706075
"705",0.29160924264496
"706",0.181792188211354
"707",0.230494112197024
"708",0.0680502055307751
"709",0.00725455930287549
"710",0.0331754429078537
"711",0.201012283924875
"712",0.216510185989464
"713",0.110859492265087
"714",0.242893648786552
"715",0.0342857189102521
"716",0.306608204333351
"717",0.323414340621141
"718",0.108317015846279
"719",0.0277108450941328
"720",0.273450004596162
"721",0.0138066800305819
"722",0.227116756372759
"723",0.281446003675396
"724",0.0931782975487191
"725",0.0450574111008969
"726",0.0426287458358673
"727",0.204292253592595
"728",0.214550442665284
"729",0.351737598382327
"730",0.263319829687697
"731",0.0462418476514274
"732",0.123396083918054
"733",0.322953077379839
"734",0.167892877947129
"735",0.0379112823021411
"736",0.18147090864719
"737",0.012568165031889
"738",0.337753960026068
"739",0.280146995931032
"740",0.265883061046467
"741",0.0600156490349085
"742",0.0486516022619674
"743",0.296119510547986
"744",0.246927406521408
"745",0.150073754676094
"746",0.0506080876327986
"747",0.102024821695608
"748",0.191878419091129
"749",0.327453733898147
"750",0.225158954554254
"751",0.00116957461235448
"752",0.0270538163036972
"753",0.230823006902108
"754",0.204891231404745
"755",0.272495718078471
"756",0.137578430763464
"757",0.167398239026649
"758",0.236719155922763
"759",0.210641398907653
"760",0.264289684604853
"761",0.178244718065593
"762",0.304937663289015
"763",0.147263626649032
"764",0.0810481535875049
"765",0.181767467117721
"766",0.00685785996535954
"767",0.173162815077092
"768",0.207333159608885
"769",0.25253249614103
"770",0.301628935818954
"771",0.106664818614617
"772",0.124600860442245
"773",0.0329921066387296
"774",0.268898737840363
"775",0.0133099352244401
"776",0.201884373990437
"777",0.202274991848158
"778",0.125112307609619
"779",0.217075320405478
"780",0.122227584690332
"781",0.0974404662010079
"782",0.306806453883518
"783",0.23513906477925
"784",0.280739033429718
"785",0.302248503362969
"786",0.0700111174848593
"787",0.232310943478798
"788",0.0591854718079657
"789",0.269685516018307
"790",0.0924953271950138
"791",0.00759525814715659
"792",0.0894571320821058
"793",0.189861505153211
"794",0.312316669006529
"795",0.157815758687228
"796",0.153595567052142
"797",0.238529337309517
"798",0.282308770538784
"799",0.324054604971742
"800",0.102737214990215
"801",0.276386403945543
"802",0.00534482947957284
"803",0.133165639943544
"804",0.35154096969335
"805",0.113961466481215
"806",0.267522031113403
"807",0.0982927775863821
"808",0.298524838906517
"809",0.0336373329461897
"810",0.122333451032296
"811",0.0964673413228962
"812",0.284917628812929
"813",0.068308253869797
"814",0.223793486698087
"815",0.0902235403915913
"816",0.0224911323020474
"817",0.131098795150201
"818",0.123831703964394
"819",0.0195402856495473
"820",0.0116526150511879
"821",0.0774790508699997
"822",0.0445928363274791
"823",0.323763915736218
"824",0.0333064313146804
"825",0.0897551245920384
"826",0.270214696763537
"827",0.184360726600736
"828",0.110959353313447
"829",0.141494654572622
"830",0.145451605034548
"831",0.017657405412962
"832",0.0640047319333295
"833",0.18535506287346
"834",0.0883776064821567
"835",0.233186045051947
"836",0.123682438407808
"837",0.242077058041594
"838",0.193835254835622
"839",0.338204360690106
"840",0.335016073069209
"841",0.110029001266978
"842",0.00306578320880056
"843",0.133127143972729
"844",0.267518945489902
"845",0.228306686527256
"846",0.0632276409950483
"847",0.196894907292038
"848",0.120888445787648
"849",0.34347154327525
"850",0.250794016227507
"851",0.049858593651195
"852",0.347226901103873
"853",0.190856040669383
"854",0.352491932836942
"855",0.291199246084548
"856",0.349740571607106
"857",0.0139852809139508
"858",0.165577020082827
"859",0.189125282391825
"860",0.107070285077932
"861",0.276803950143315
"862",0.199483799401719
"863",0.338744699730953
"864",0.288038612808404
"865",0.167087356807125
"866",0.17296750606542
"867",0.25161736187193
"868",0.18283305097617
"869",0.0954076158512033
"870",0.106095686162668
"871",0.317141326343767
"872",0.0939582023245495
"873",0.00209443736103319
"874",0.0944096611485163
"875",0.229891622781199
"876",0.194250967264929
"877",0.300686228111522
"878",0.00461043907886483
"879",0.0198682347349553
"880",0.22871201519294
"881",0.193958573032163
"882",0.237939881446123
"883",0.0555719504714949
"884",0.0423423071272492
"885",0.294464916184109
"886",0.241071967094438
"887",0.0005563363188735
"888",0.317812009769703
"889",0.00713697693269882
"890",0.0341605351457932
"891",0.0665918166912782
"892",0.236318930655256
"893",0.0551879151833885
"894",0.0608087496728781
"895",0.16367173779398
"896",0.108907259657061
"897",0.124403475108466
"898",0.248776369245945
"899",0.266504647193269
"900",0.0341567798291217
"901",0.2155024474894
"902",0.284162339877853
"903",0.272269587032769
"904",0.0098862982773009
"905",0.204096351156753
"906",0.281669806156453
"907",0.105693043557043
"908",0.321033909992267
"909",0.000512953086790317
"910",0.335337602888443
"911",0.0668436421091879
"912",0.342188974937248
"913",0.267922520962298
"914",0.152482210974585
"915",0.0597228505184696
"916",0.18428545977944
"917",0.186476842576472
"918",0.0452925754271949
"919",0.345780124116255
"920",0.262220581222226
"921",0.311442922553827
"922",0.16418096264332
"923",0.247981598308573
"924",0.262332581629018
"925",0.0450844468469129
"926",0.0559314223382574
"927",0.213456568555829
"928",0.272182719042223
"929",0.0830045024856829
"930",0.294346438377768
"931",0.0616766091690034
"932",0.25820972720913
"933",0.0768088442702394
"934",0.048804097202081
"935",0.143352986128235
"936",0.329488304399621
"937",0.304483518984667
"938",0.112640548748002
"939",0.276983576973104
"940",0.318591229532313
"941",0.217065402951024
"942",0.094184067049831
"943",0.179980173967055
"944",0.0380609645640604
"945",0.08195741646851
"946",0.116090694597092
"947",0.340429301433494
"948",0.294975461290433
"949",0.219997580674565
"950",0.036285244592501
"951",0.267194125835054
"952",0.312665233163992
"953",0.0988836274086175
"954",0.193044899550442
"955",0.098423848058985
"956",0.0223930353780383
"957",0.28172608771048
"958",0.126998956826704
"959",0.000949242495056232
"960",0.33136326425366
"961",0.160980047575509
"962",0.0516383574532146
"963",0.279659400340992
"964",0.00256528656405244
"965",0.127973137049167
"966",0.0493411254561115
"967",0.0243713329378376
"968",0.287823798393095
"969",0.0325182192629565
"970",0.0959454319698103
"971",0.337288206022929
"972",0.346373318485672
"973",0.0219389202231887
"974",0.0474461493369086
"975",0.209393757797148
"976",0.268604631240168
"977",0.252260115192229
"978",0.00404681190724383
"979",0.0654202738252709
"980",0.3278922512556
"981",0.0858454556107847
"982",0.179051464064222
"983",0.132156920960341
"984",0.192698127093419
"985",0.240224813431307
"986",0.275444149545941
"987",0.127448993701686
"988",0.0995439933197912
"989",0.1452174466972
"990",0.14355100919011
"991",0.254829778487267
"992",0.221949260435849
"993",0.000553172770150616
"994",0.0684809915633676
"995",0.0160557774273089
"996",0.351408009637616
"997",0.0684976876840644
"998",0.115514800869226
"999",0.184597464834343
"1000",0.125754748152485
"1001",0.0090780559653408
"1002",0.0384150157834143
"1003",0.0835829013314071
"1004",0.11442743720094
"1005",0.0679042680685206
"1006",0.218760410941801
"1007",0.247264581009108
"1008",0.202687429182222
"1009",0.0523356640603858
"1010",0.055654706643687
"1011",0.12773101501908
"1012",0.25616000459947
"1013",0.130815809332205
"1014",0.148295194450252
"1015",0.131076492802475
"1016",0.0487449091449112
"1017",0.294948711077007
"1018",0.213760113962459
"1019",0.352559706498031
"1020",0.274971620934302
"1021",0.169131526106032
"1022",0.212857986083756
"1023",0.259248142244164
"1024",0.255787702729902
"1025",0.121853916189578
"1026",0.246320084168381
"1027",0.13062942735452
"1028",0.164789104329133
"1029",0.28604590752918
"1030",0.00829203873837348
"1031",0.0499701034851734
"1032",0.251579948241878
"1033",0.118280790592815
"1034",0.200517256454826
"1035",0.184596556479651
"1036",0.301617211261201
"1037",0.303575469285924
"1038",0.317857255588506
"1039",0.0827828826561539
"1040",0.202786420714285
"1041",0.129237602306293
"1042",0.302787491009867
"1043",0.058927364838702
"1044",0.306333660690492
"1045",0.00509099879145935
"1046",0.161104879558517
"1047",0.203021722258535
"1048",0.342085265492567
"1049",0.196251359399465
"1050",0.220085136411096
"1051",0.0559298866896652
"1052",0.112713097461352
"1053",0.0333372232054787
"1054",0.111750160829913
"1055",0.0270324018563267
"1056",0.117372859727966
"1057",0.137776885436666
"1058",0.308608308285343
"1059",0.177739693642457
"1060",0.34734334672641
"1061",0.164560111829513
"1062",0.071736771784563
"1063",0.0220713670986847
"1064",0.135334848501583
"1065",0.0299905275195904
"1066",0.312270158662596
"1067",0.0126244580966552
"1068",0.212281032042874
"1069",0.312655893979281
"1070",0.273272886031052
"1071",0.240075138208329
"1072",0.0980412120296287
"1073",0.298182137441987
"1074",0.119973466872126
"1075",0.0352481460051412
"1076",0.272412889115343
"1077",0.0210399606134404
"1078",0.198079834663816
"1079",0.0709013122875195
"1080",0.168643409468703
"1081",0.0509269568977856
"1082",0.0199523347652876
"1083",0.199985453331254
"1084",0.354373783069364
"1085",0.190015949962918
"1086",0.0719744183728621
"1087",0.322282701928294
"1088",0.0771652523756255
"1089",0.233108337042944
"1090",0.0971276364306
"1091",0.0572874981762471
"1092",0.260520586100023
"1093",0.122136582439632
"1094",0.0616660202823457
"1095",0.167639601347925
"1096",0.184136657053959
"1097",0.0983424662194092
"1098",0.0551282752261774
"1099",0.188916563120139
"1100",0.0264749421223971
"1101",0.213350771526735
"1102",0.325045261368685
"1103",0.069656953394009
"1104",0.349815023401792
"1105",0.154752820701375
"1106",0.0439838191629718
"1107",0.200664812790804
"1108",0.33697237368853
"1109",0.255458257413974
"1110",0.106103937375463
"1111",0.227601774219626
"1112",0.261507826374461
"1113",0.298576589286902
"1114",0.333936589123231
"1115",0.110464193014432
"1116",0.0993374176956162
"1117",0.150637470869621
"1118",0.178822481170687
"1119",0.324962499234095
"1120",0.165064629945731
"1121",0.042920149399732
"1122",0.241696735505266
"1123",0.306788522884057
"1124",0.18979522689453
"1125",0.279549865385553
"1126",0.226170390071992
"1127",0.0682334711620514
"1128",0.289127530178097
"1129",0.0216422743041618
"1130",0.292161849318596
"1131",0.305907661220899
"1132",0.335621311067455
"1133",0.179922468559389
"1134",0.347775409126116
"1135",0.126113322347184
"1136",0.0192364297013831
"1137",0.278433851983381
"1138",0.151370801122935
"1139",0.324566959168831
"1140",0.166364124784844
"1141",0.0631266699470267
"1142",0.0784727909029769
"1143",0.195416229324882
"1144",0.0404367112328572
"1145",0.0361641356298445
"1146",0.026682206983157
"1147",0.220467560526909
"1148",0.0453528211474265
"1149",0.283390378009182
"1150",0.131195595087139
"1151",0.0295924698319959
"1152",0.186662830953114
"1153",0.261416313510666
"1154",0.230571682077152
"1155",0.0420721139642638
"1156",0.224381836371128
"1157",0.207983156579619
"1158",0.140841620422868
"1159",0.232280559432549
"1160",0.105464688619898
"1161",0.139825071155568
"1162",0.342634678308626
"1163",0.323968356656478
"1164",0.225890903021954
"1165",0.351510352533921
"1166",0.102199960330703
"1167",0.223799814706454
"1168",0.298561369108011
"1169",0.0636539071991162
"1170",0.0496323344967589
"1171",0.151115514450485
"1172",0.110646592276232
"1173",0.0174208600463506
"1174",0.13295947613885
"1175",0.0699448310278825
"1176",0.0498870397526453
"1177",0.258075910886872
"1178",0.225838147397919
"1179",0.133805928309357
"1180",0.0044536964274223
"1181",0.0111475636316412
"1182",0.0223276192654696
"1183",0.149997190288049
"1184",0.24549171810248
"1185",0.336103424895511
"1186",0.0744856298840063
"1187",0.251109166861129
"1188",0.146866242546729
"1189",0.338877384108615
"1190",0.0477435611755767
"1191",0.110682606647534
"1192",0.169587444140816
"1193",0.0447099147094476
"1194",0.0523097588511785
"1195",0.272007333795744
"1196",0.257690427729914
"1197",0.279305870086117
"1198",0.183456288127393
"1199",0.335440428738944
"1200",0.159171782768295
"1201",0.164907730615733
"1202",0.0648421095833248
"1203",0.184343246507583
"1204",0.233034608520195
"1205",0.0603465156373327
"1206",0.105342792455153
"1207",0.236028138733998
"1208",0.0174869240727775
"1209",0.0220971240760661
"1210",0.0727934077406349
"1211",0.34462857507361
"1212",0.190749903452389
"1213",0.0130295448711862
"1214",0.344766811354236
"1215",0.119632855890397
"1216",0.0344411381578901
"1217",0.175671392699155
"1218",0.350297477169315
"1219",0.328342580536491
"1220",0.293375514369622
"1221",0.189578867887033
